Cfilter,time,V(b),V(out),V(raw),V(a),I(D1),I(D3),I(D4),I(CFILTER),I(D2),I(RLOAD)
1e-12,0.001231421877548482,-0.629196984019762,3.236655878705722,3.898219800100465,3.865852862725492,0.003236676489450918,-1.72480489069882e-08,0.003236676489447718,3.362695799882574e-09,-1.724804521430201e-08,0.003236655878705723
1e-12,0.001251421877548482,-0.6301163772168188,3.303881099701019,3.967036672408864,3.933997476917875,0.00330390200431685,-1.75447855273547e-08,0.003303902004311889,3.359828313168472e-09,-1.754478562432382e-08,0.003303881099701019
1e-12,0.001271421877548482,-0.6310156311223976,3.370966527101157,4.03569219627793,4.001982158223577,0.00337098684062731,-1.696481002731749e-08,0.003370986840624405,3.348716283899227e-09,-1.696481177759779e-08,0.003370966527101157
1e-12,0.001291421877548482,-0.6318955213285955,3.437907871400296,4.104182850212034,4.069803392728945,0.003437928482563635,-1.726574367163441e-08,0.003437928482558916,3.345419861688092e-09,-1.726574438976058e-08,0.003437907871400296
1e-12,0.001311421877548482,-0.6327567776015712,3.504701010967367,4.172505165814716,4.137457788568997,0.003504721034719438,-1.668985531135436e-08,0.003504721034712993,3.33389568270682e-09,-1.668985838421122e-08,0.003504701010967367
1e-12,0.001331421877548482,-0.6336000886756619,3.571341842802933,4.240655723102684,4.20494193147862,0.003571362167695824,-1.699470840204914e-08,0.003571362167698192,3.330188972435551e-09,-1.69947034223128e-08,0.003571341842802933
1e-12,0.001351421877548482,-0.6344261039613217,3.637826419117665,4.308631148905697,4.272252523079068,0.003637846160025049,-1.642264043262169e-08,0.003637846160019281,3.318270025096663e-09,-1.642264102486024e-08,0.003637826419117664
1e-12,0.001371421877548482,-0.6352354377452682,3.704150799271139,4.376428112773949,4.339386237016375,0.003704170844600618,-1.673115739829928e-08,0.003704170844603342,3.314169260257944e-09,-1.673115423983518e-08,0.00370415079927114
1e-12,0.001391421877548482,-0.6360286703668967,3.770311187396104,4.444043325908887,4.406339857762993,0.003770330651930998,-1.616266413013971e-08,0.003770330651927251,3.301870734626689e-09,-1.616266231962982e-08,0.003770311187396104
1e-12,0.001411421877548482,-0.6368063519441298,3.836303785281199,4.511473537544284,4.473110137225402,0.003836323557280252,-1.64746095082351e-08,0.00383632355727641,3.297390156202873e-09,-1.647460834419689e-08,0.003836303785281199
1e-12,0.001431421877548482,-0.6375690031249466,3.902124930831543,4.578715534301327,4.539693933956492,0.003902144125023099,-1.590946447920069e-08,0.003902144125019578,3.284725427898494e-09,-1.590946041574171e-08,0.003902124930831543
1e-12,0.001451421877548482,-0.6383171184296232,3.96777095171466,4.645766136952684,4.606088070144339,0.003967790456211873,-1.622462115570996e-08,0.003967790456208169,3.279877622333573e-09,-1.62246216461881e-08,0.00396777095171466
1e-12,0.001471421877548483,-0.6390511666595673,4.033238304494156,4.71262220011965,4.672289471153815,0.004033257233970744,-1.5662615441279e-08,0.004033257233958653,3.266858555887434e-09,-1.566262231023074e-08,0.004033238304494156
1e-12,0.001491421877548483,-0.6397715939298276,4.098523428894252,4.779280609345312,4.738295022824198,0.004098542671329142,-1.598078303180412e-08,0.004098542671321041,3.261654727707348e-09,-1.598078558373572e-08,0.004098523428894251
1e-12,0.001511421877548483,-0.6404788237974186,4.16362288748191,4.845738281071561,4.804101711279412,0.004163641557499709,-1.542172369584738e-08,0.004163641557489977,3.248291922473487e-09,-1.542171723656338e-08,0.004163622887481911
1e-12,0.001531421877548483,-0.6411732600413895,4.22853322043651,4.911992159964039,4.869706480477877,0.004228552205898239,-1.574271706711631e-08,0.004228552205899246,3.242742116323738e-09,-1.57427182401193e-08,0.004228533220436511
1e-12,0.001551421877548483,-0.6418552865614675,4.293251085680934,4.97803921911817,4.935106372242463,0.004293269501149943,-1.518642575002996e-08,0.004293269501142432,3.229045107047905e-09,-1.518642545050852e-08,0.004293251085680934
1e-12,0.001571421877548483,-0.6425252699512223,4.357773114065334,5.04387645759034,5.000298384016627,0.004357791847300341,-1.551007367404548e-08,0.004357791847293124,3.223158389272909e-09,-1.551007766664725e-08,0.004357773114065334
1e-12,0.001591421877548483,-0.643183559207066,4.422096049868062,5.109500900792897,5.065279609075193,0.00442211421538552,-1.495638530901391e-08,0.004422114215379561,3.209135810890395e-09,-1.495638723980619e-08,0.004422096049868062
1e-12,0.001611421877548483,-0.6438304881291623,4.486216606324619,5.174909598196895,5.130047094453894,0.004486235091776258,-1.52825292425072e-08,0.004486235091764688,3.202920419440425e-09,-1.528253079641217e-08,0.004486216606324618
1e-12,0.001631421877548483,-0.644466374874832,4.550131606431212,5.24009962388199,5.194597981306028,0.004550149526303393,-1.473129089256303e-08,0.004550149526304217,3.188580143254131e-09,-1.473129174200949e-08,0.004550131606431212
1e-12,0.001651421877548483,-0.6450915242154505,4.613837838763294,5.305068074382496,5.258929362978756,0.004613856080588619,-1.505978387037451e-08,0.004613856080588133,3.182043611665314e-09,-1.505978453053558e-08,0.004613837838763294
1e-12,0.001671421877548483,-0.6457062269599225,4.677332198530245,5.369812069366502,5.323038425490187,0.004677349876782699,-1.451085367562928e-08,0.004677349876775648,3.167392858532965e-09,-1.451085029913202e-08,0.004677332198530245
1e-12,0.001691421877548483,-0.6463107620922965,4.740611543635218,5.434328749600483,5.386922305727529,0.004740629545731956,-1.484155930925627e-08,0.004740629545733855,3.160542119207967e-09,-1.484155909281526e-08,0.004740611543635218
1e-12,0.001711421877548483,-0.6469053960848141,4.803672835941867,5.498615277738121,5.450578232026713,0.004803690276333761,-1.429480553412417e-08,0.004803690276331818,3.145587554234097e-09,-1.429480533943206e-08,0.004803672835941866
1e-12,0.001731421877548483,-0.6474903849359395,4.866512997536217,5.562668836383766,5.514003382472191,0.004866530763565358,-1.46275971067588e-08,0.004866530763557985,3.138429025163528e-09,-1.46276013524016e-08,0.004866512997536218
1e-12,0.001751421877548483,-0.6480659733908656,4.929129052170742,5.62648662897305,5.577195025561615,0.004929146258247918,-1.408289727792597e-08,0.00492914625824516,3.123176836934115e-09,-1.408289485027581e-08,0.004929129052170743
1e-12,0.001771421877548483,-0.6486323968946586,4.991517981698521,5.690065877920478,5.640150378593217,0.004991535515070922,-1.441765692542385e-08,0.004991535515065579,3.115716494552854e-09,-1.441765373755288e-08,0.004991517981698521
1e-12,0.001791421877548483,-0.6491898807349425,5.053676867665827,5.753403825577116,5.702866748400896,0.005053693842733686,-1.387489705254202e-08,0.005053693842720884,3.100172462235101e-09,-1.387489678705833e-08,0.005053676867665827
1e-12,0.001811421877548483,-0.6497386419232711,5.115602747892432,5.816497732449182,5.765341389815843,0.0051156200518232,-1.421151502209582e-08,0.005115620051806997,3.092415903019637e-09,-1.421151640812468e-08,0.005115602747892431
1e-12,0.001831421877548483,-0.6502788882710231,5.177292758191166,5.879344878221733,5.827571646462235,0.005177309505359773,-1.36705888923823e-08,0.00517730950536241,3.076585453100262e-09,-1.367058910517471e-08,0.005177292758191166
1e-12,0.001851421877548484,-0.6508108202094096,5.238743989073116,5.941942560037855,5.889554809282535,0.005238761066572728,-1.400896287245489e-08,0.005238761066571219,3.068537946011739e-09,-1.400896287861997e-08,0.005238743989073117
1e-12,0.001871421877548484,-0.6513346298092246,5.299953627573055,6.004288093577699,5.951288257382353,0.005299970149765798,-1.346977141181243e-08,0.005299970149761808,3.052426200467211e-09,-1.346976752358842e-08,0.005299953627573056
1e-12,0.001891421877548484,-0.6518505025486672,5.360918814062599,6.066378811389049,6.012769316611354,0.005360935667968469,-1.380980592399105e-08,0.005360935667950706,3.044092731434417e-09,-1.380981551335481e-08,0.0053609188140626
1e-12,0.001911421877548484,-0.6523586162838662,5.421636784167077,6.128212064014777,6.073995400450963,0.005421653084130007,-1.327225661845331e-08,0.005421653084127422,3.027704549241181e-09,-1.32722499657234e-08,0.005421636784167076
1e-12,0.001931421877548484,-0.6528591429715922,5.482104725671261,6.189785218367716,6.134963868642904,0.005482121358624248,-1.361386246731438e-08,0.005482121358614898,3.019089859409383e-09,-1.361386114950847e-08,0.005482104725671262
1e-12,0.001951421877548484,-0.6533522475987761,5.542319920512691,6.251095658898296,6.195672168111543,0.005542336000807779,-1.307786883784931e-08,0.005542336000803633,3.002429871674337e-09,-1.307787211857203e-08,0.005542319920512691
1e-12,0.001971421877548484,-0.6538380898662348,5.60227960176901,6.312140786007562,6.256117691635268,0.005602296016271602,-1.342096261091173e-08,0.005602296016266658,2.993538490253325e-09,-1.34209576785338e-08,0.00560227960176901
1e-12,0.001991421877548484,-0.65431682308144,5.661981095717104,6.372918017250727,6.316297918798579,0.005661996958772342,-1.288644373729927e-08,0.00566199695876771,2.976611130830253e-09,-1.288644302377406e-08,0.005661981095717104
1e-12,0.002011421877548484,-0.6547885958094684,5.721421678890345,6.433424785782128,6.376210274699829,0.005721437877284075,-1.323094735137051e-08,0.005721437877283311,2.967447403308792e-09,-1.323094522831525e-08,0.005721421678890345
1e-12,0.002031421877548484,-0.6552535507342538,5.780598720194041,6.49365854158943,6.43585227092837,0.005780614368275927,-1.269782743884942e-08,0.005780614368266924,2.950256934902543e-09,-1.269782501367445e-08,0.005780598720194041
1e-12,0.002051421877548484,-0.6557118262804993,5.839509538024422,6.553616749966766,6.495221364304927,0.005839525522519651,-1.304366772734103e-08,0.005839525522519842,2.94082504751884e-09,-1.304366836762938e-08,0.005839509538024422
1e-12,0.002071421877548484,-0.6561635554474652,5.898151542432475,6.613296892775539,6.554315097879955,0.005898166977682529,-1.251187571292653e-08,0.005898166977678209,2.92337558466914e-09,-1.251188042061813e-08,0.005898151542432476
1e-12,0.002091421877548484,-0.6566088674057067,5.956522092296693,6.672696466941851,6.613130959702433,0.005956537864961753,-1.28589840504057e-08,0.005956537864959116,2.913679585530764e-09,-1.285898054703694e-08,0.005956522092296693
1e-12,0.002111421877548484,-0.6570478863075397,6.014618637528121,6.731812985739753,6.671666523835731,0.006014633861952667,-1.232845324395317e-08,0.006014633861942884,2.895975114195093e-09,-1.232845381338166e-08,0.006014618637528122
1e-12,0.002131421877548484,-0.6574807328611225,6.072438576290937,6.790643977310431,6.729919309152111,0.006072454139069983,-1.267676520379877e-08,0.006072454139072429,2.886018931865841e-09,-1.267676630334336e-08,0.006072438576290937
1e-12,0.002151421877548484,-0.6579075231203468,6.129979397243063,6.849186985965144,6.787886920363423,0.006129994412740203,-1.214743296105456e-08,0.006129994412734218,2.868063326672325e-09,-1.214743416966257e-08,0.006129979397243063
1e-12,0.002171421877548484,-0.6583283700394142,6.187238536799279,6.907439570722998,6.845566906838743,0.006187253891534183,-1.249688800357694e-08,0.006187253891533802,2.857850786145039e-09,-1.249689240978569e-08,0.00618723853679928
1e-12,0.002191421877548484,-0.6587433822450715,6.244213521401162,6.965399306630633,6.902956903646224,0.006244228329741475,-1.196869542747752e-08,0.00624422832974484,2.8396478254293e-09,-1.196868826269792e-08,0.006244213521401163
1e-12,0.002211421877548484,-0.6591526655735036,6.30090182481851,7.023063783316757,6.960054490392017,0.006300916973236426,-1.231923661444964e-08,0.006300916973237779,2.829182662165548e-09,-1.231923896227727e-08,0.00630090182481851
1e-12,0.002231421877548484,-0.6595563218268499,6.357301010445413,7.080430606326628,7.016857332272246,0.00635731561331454,-1.179212828253448e-08,0.006357315613312164,2.810736041143123e-09,-1.179212727464574e-08,0.006357301010445413
1e-12,0.002251421877548484,-0.6599544502952144,6.413408588634752,7.137497395690536,7.073363038929998,0.006413423532358742,-1.214370201669299e-08,0.00641342353235241,2.800021913411818e-09,-1.214369493851564e-08,0.006413408588634752
1e-12,0.002271421877548484,-0.6603471464989195,6.469222159016609,7.194261787271602,7.129569305515555,0.00646923655798215,-1.161762573123963e-08,0.006469236557975697,2.78133525564508e-09,-1.161762241963515e-08,0.006469222159016609
1e-12,0.002291421877548484,-0.6607345036972481,6.524739267863375,7.250721431346583,7.185473771560706,0.006524754008414568,-1.197018151777312e-08,0.006524754008405218,2.770375755364714e-09,-1.197017596155092e-08,0.006524739267863375
1e-12,0.002311421877548485,-0.6611166116183718,6.579957550426113,7.306873993965034,7.241074162044489,0.006579971746965008,-1.144508807720418e-08,0.006579971746971461,2.751452622917844e-09,-1.144508487982421e-08,0.006579957550426114
1e-12,0.002331421877548485,-0.6614935579561294,6.634874588327648,7.362717155541132,7.296368146283752,0.006634889127163923,-1.179857830486237e-08,0.006634889127156342,2.740251285144318e-09,-1.179857989086486e-08,0.006634874588327648
1e-12,0.002351421877548485,-0.6618654270888467,6.68948805191556,7.418248612222948,7.351353479004446,0.006689502047430018,-1.127442129457124e-08,0.006689502047428648,2.721095187633113e-09,-1.127441695558673e-08,0.00668948805191556
1e-12,0.002371421877548485,-0.6622323015664904,6.743795557677142,7.473466074492936,7.406027859243661,0.006743809896128106,-1.162880103477684e-08,0.006743809896127065,2.709655498775637e-09,-1.162879570415498e-08,0.006743795557677143
1e-12,0.002391421877548485,-0.6625942608186683,6.797794810608821,7.528367268547051,7.460389071427522,0.006797808606417988,-1.11055366339931e-08,0.006797808606412593,2.690269901085034e-09,-1.110552982908075e-08,0.006797794810608821
1e-12,0.002411421877548485,-0.6629513826329125,6.851483461652502,7.582949934903094,7.514434844285346,0.006851497601014778,-1.146076345731466e-08,0.00685149760102274,2.678595306576012e-09,-1.146075678803982e-08,0.006851483461652502
1e-12,0.002431421877548485,-0.6633037418537864,6.904859250076346,7.637211829787734,7.568162991930151,0.006904872847410815,-1.093835026255487e-08,0.006904872847404032,2.658983635821433e-09,-1.09383524460327e-08,0.006904859250076347
1e-12,0.002451421877548485,-0.6636514118533565,6.957919860930533,7.691150723751669,7.62157127278397,0.006957933802391736,-1.129438406858337e-08,0.006957933802381119,2.647077546470795e-09,-1.129438764735369e-08,0.006957919860930533
1e-12,0.002471421877548485,-0.663994463222469,7.010663067438481,7.74476440306346,7.674657530661007,0.007010676467467114,-1.077278293061574e-08,0.007010676467454884,2.627243198218226e-09,-1.07727782250322e-08,0.00701066306743848
1e-12,0.002491421877548485,-0.6643329652329157,7.063086588471561,7.798050668331978,7.727419553704507,0.007063100333164485,-1.112958579243717e-08,0.007063100333163288,2.615108996144887e-09,-1.112957725979413e-08,0.007063086588471562
1e-12,0.002511421877548485,-0.6646669845225892,7.115188230947603,7.851007335905339,7.779855215470231,0.007115201434757523,-1.060875966676174e-08,0.007115201434754592,2.59505533977863e-09,-1.060875831626618e-08,0.007115188230947604
1e-12,0.002531421877548485,-0.6649965865510641,7.16696574732171,7.903632236498897,7.831962333872816,0.007166979296311382,-1.096629568662482e-08,0.007166979296308659,2.582696383345618e-09,-1.096629453911646e-08,0.00716696574732171
1e-12,0.002551421877548485,-0.665321834278215,7.218416977993053,7.955923216599688,7.883738812271293,0.007218429986624031,-1.044620949507673e-08,0.007218429986623892,2.562426767005648e-09,-1.044621278367686e-08,0.007218416977993053
1e-12,0.002571421877548485,-0.6656427896137291,7.269539708810218,8.007878137099441,7.935182498424037,0.0072695530630984,-1.08044446723362e-08,0.007269553063085788,2.549846395514997e-09,-1.08044506674787e-08,0.007269539708810217
1e-12,0.002591421877548485,-0.6659595120906694,7.320331813482598,8.059494874703029,7.986291325573277,0.007320344627914643,-1.02850651751758e-08,0.007320344627913585,2.52936415023599e-09,-1.028506169120647e-08,0.007320331813482598
1e-12,0.002611421877548485,-0.6662720603089305,7.370791111101527,8.110771320566476,8.0370631714105,0.007370804271635834,-1.064396728352087e-08,0.0073708042716235,2.516565687964745e-09,-1.064397459060729e-08,0.007370791111101527
1e-12,0.002631421877548485,-0.6665804906041561,7.420915508555199,8.16170538170899,8.087495999159446,0.007420928129686644,-1.012526296207936e-08,0.007420928129680225,2.495874131588836e-09,-1.012526062993402e-08,0.007420915508555199
1e-12,0.002651421877548485,-0.6668848584868776,7.470702858062098,8.21229497965421,8.137587716548998,0.007470715825723673,-1.048480143604554e-08,0.007470715825720221,2.482860891270359e-09,-1.048480413601283e-08,0.007470702858062098
1e-12,0.002671421877548485,-0.6671852173057111,7.520151099590821,8.262538051846905,8.187336316896547,0.007520163528296209,-9.96674238341705e-09,0.00752016352829489,2.461963331832314e-09,-9.96673854558594e-09,0.007520151099590821
1e-12,0.002691421877548486,-0.667481619682956,7.569258118404447,8.312432550296656,8.236739738087469,0.007569270894034474,-1.032688821398196e-08,0.007569270894018289,2.448738617872048e-09,-1.032689489477434e-08,0.007569258118404447
1e-12,0.002711421877548486,-0.6677741161739608,7.618021887483126,8.36197644299729,8.285796003657158,0.007618034124563522,-9.809446033866556e-09,0.007618034124557711,2.427638356533278e-09,-9.809451029241245e-09,0.007618021887483126
